autor1,autor2,nProyectos
Cerda García: Eduardo,Lemus Aracena: Luis,1
Coloma Correa: Juan Antonio,Quintana Leal: Jaime,1
Norambuena Farías: Iván,Soto Ferrada: Leonardo,1
Cerda García: Eduardo,Díaz Díaz: Marcelo,1
Castro González: Juan Luis,Chávez Velásquez: Marcelo,1
Fuenzalida Figueroa: Gonzalo,Saldívar Auger: Raúl,1
Fuenzalida Figueroa: Gonzalo,Urízar Muñoz: Christian,1
Soto Ferrada: Leonardo,Ulloa Aguillón: Jorge,1
Saffirio Espinoza: René,Ulloa Aguillón: Jorge,1
Allamand Zavala: Andrés,Von Baer Jahn: Ena,1
Harboe Bascuñán: Felipe,Nogueira Fernández: Claudia,1
Flores García: Iván,Trisotti Martínez: Renzo,1
Bianchi Chelech: Carlos,Montes Cisternas: Carlos,1
Urízar Muñoz: Christian,Verdugo Soto: Germán,1
Provoste Campillay: Yasna,Urízar Muñoz: Christian,1
Campos Jara: Cristián,Trisotti Martínez: Renzo,1
Letelier Norambuena: Felipe,Verdugo Soto: Germán,1
Rojas Molina: Manuel,Velásquez Seguel: Pedro,1
Girardi Lavín: Guido,Pérez San Martín: Lily,1
Fuenzalida Figueroa: Gonzalo,Tuma Zedan: Joaquín,1
Bellolio Avaria: Jaime,Carmona Soto: Lautaro,1
Browne Urrejola: Pedro,Hoffmann Opazo: María José,1
Browne Urrejola: Pedro,Pacheco Rivas: Clemira,1
Horvath Kiss: Antonio,Pérez Varela: Víctor,1
Sabat Fernández: Marcela,Saffirio Espinoza: René,1
Rojas Molina: Manuel,Venegas Cárdenas: Mario,1
Goic Boroevic: Carolina,Pérez Varela: Víctor,1
Girardi Lavín: Guido,Pérez Varela: Víctor,1
Chahin Valenzuela: Fuad,Kast Sommerhoff: Felipe,1
Jackson Drago: Giorgio,Monckeberg Díaz: Nicolás,1
Kast Sommerhoff: Felipe,Meza Moncada: Fernando,1
Farías Ponce: Ramón,Santana Tirachini: Alejandro,1
Aguiló Melo: Sergio,Castro González: Juan Luis,1
Rincón González: Ricardo,Saldívar Auger: Raúl,1
Kast Sommerhoff: Felipe,Squella Ovalle: Arturo,1
Meza Moncada: Fernando,Squella Ovalle: Arturo,1
Auth Stewart: Pepe,Urízar Muñoz: Christian,1
Chávez Velásquez: Marcelo,Rocafull López: Luis,1
Jackson Drago: Giorgio,Ortiz Novoa: José Miguel,1
Núñez Urrutia: Paulina,Tuma Zedan: Joaquín,1
Morales Muñoz: Celso,Morano Cornejo: Juan Enrique,1
Ceroni Fuentes: Guillermo,Norambuena Farías: Iván,1
Morano Cornejo: Juan Enrique,Urrutia Bonilla: Ignacio,1
Molina Oliva: Andrea,Tuma Zedan: Joaquín,1
Monckeberg Díaz: Nicolás,Ortiz Novoa: José Miguel,1
Navarro Brain: Alejandro,Pérez Varela: Víctor,1
Bianchi Chelech: Carlos,Von Baer Jahn: Ena,1
Ceroni Fuentes: Guillermo,Rathgeb Schifferli: Jorge,1
Montes Cisternas: Carlos,Von Baer Jahn: Ena,1
Kort Garriga: Issa Farid,Ortiz Novoa: José Miguel,1
Hasbún Selume: Gustavo,Núñez Urrutia: Paulina,1
Hernández Hernández: Javier,Núñez Urrutia: Paulina,1
Norambuena Farías: Iván,Núñez Urrutia: Paulina,1
Ceroni Fuentes: Guillermo,Ulloa Aguillón: Jorge,1
Monckeberg Díaz: Nicolás,Pérez Arriagada: José,1
Latorre Carmona: Juan Carlos,Tuma Zedan: Joaquín,1
Núñez Urrutia: Paulina,Urrutia Bonilla: Ignacio,1
Auth Stewart: Pepe,Nogueira Fernández: Claudia,1
Núñez Arancibia: Daniel,Sabag Villalobos: Jorge,1
Alvarado Ramírez: Miguel Ángel,Monckeberg Bruner: Cristián,1
Alvarado Ramírez: Miguel Ángel,Becker Alvear: Germán,1
Alvarez Vera: Jenny,Rincón González: Ricardo,1
Núñez Urrutia: Paulina,Van Rysselberghe Herrera: Enrique,1
Alvarez-Salamanca Ramírez: Pedro Pablo,Núñez Arancibia: Daniel,1
Bertolino Rendic: Mario,Edwards Silva: José Manuel,1
García García: René Manuel,Morano Cornejo: Juan Enrique,1
Jackson Drago: Giorgio,Letelier Norambuena: Felipe,1
Alvarado Ramírez: Miguel Ángel,Ortiz Novoa: José Miguel,1
Urrutia Bonilla: Ignacio,Verdugo Soto: Germán,1
Monckeberg Díaz: Nicolás,Tarud Daccarett: Jorge,1
Gahona Salazar: Sergio,Pérez Arriagada: José,1
Espinosa Monardes: Marcos,Godoy Ibáñez: Joaquín,1
Edwards Silva: José Manuel,Núñez Arancibia: Daniel,1
Edwards Silva: José Manuel,Morales Muñoz: Celso,1
Browne Urrejola: Pedro,Ulloa Aguillón: Jorge,1
De Mussy Hiriart: Felipe,Schilling Rodríguez: Marcelo,1
Navarro Brain: Alejandro,Von Baer Jahn: Ena,1
Rojas Molina: Manuel,Tuma Zedan: Joaquín,1
De Urresti Longton: Alfonso,Venegas Cárdenas: Mario,1
Goic Boroevic: Carolina,Quintana Leal: Jaime,1
Navarro Brain: Alejandro,Zaldívar Larraín: Andrés,1
Lavín León: Joaquín,Paulsen Kehr: Diego,1
Lorenzini Basso: Pablo,Molina Oliva: Andrea,1
De Mussy Hiriart: Felipe,Rubilar Barahona: Karla,1
Morano Cornejo: Juan Enrique,Núñez Lozano: Marco Antonio,1
Molina Oliva: Andrea,Monsalve Benavides: Manuel,1
Pérez Varela: Víctor,Zaldívar Larraín: Andrés,1
Carmona Soto: Lautaro,Velásquez Seguel: Pedro,1
Aguiló Melo: Sergio,Rubilar Barahona: Karla,1
Chahin Valenzuela: Fuad,Núñez Lozano: Marco Antonio,1
Chahin Valenzuela: Fuad,Cicardini Milla: Daniella,1
De Mussy Hiriart: Felipe,Soto Ferrada: Leonardo,1
Berger Fett: Bernardo,Lorenzini Basso: Pablo,1
Campos Jara: Cristián,Edwards Silva: José Manuel,1
De Mussy Hiriart: Felipe,Edwards Silva: José Manuel,1
Guillier Álvarez: Alejandro,Matta Aragay: Manuel Antonio,1
De Mussy Hiriart: Felipe,Núñez Arancibia: Daniel,1
Allende Bussi: Isabel,Matta Aragay: Manuel Antonio,1
Muñoz D`Albora: Adriana,Walker Prieto: Patricio,1
Lagos Weber: Ricardo,Von Baer Jahn: Ena,1
Espina Otero: Alberto,Horvath Kiss: Antonio,1
Cariola Oliva: Karol,Hernández Hernández: Javier,1
Girardi Lavín: Cristina,Lavín León: Joaquín,1
Alvarez-Salamanca Ramírez: Pedro Pablo,Carvajal Ambiado: Loreto,1
Jackson Drago: Giorgio,Kast Sommerhoff: Felipe,1
Macaya Danús: Javier,Soto Ferrada: Leonardo,1
Macaya Danús: Javier,Mirosevic Verdugo: Vlado,1
González Torres: Rodrigo,Macaya Danús: Javier,1
Jackson Drago: Giorgio,Lavín León: Joaquín,1
Monckeberg Bruner: Cristián,Rocafull López: Luis,1
Jarpa Wevar: Carlos Abel,Lorenzini Basso: Pablo,1
Cornejo González: Aldo,Rocafull López: Luis,1
Chávez Velásquez: Marcelo,Mirosevic Verdugo: Vlado,1
Alvarado Ramírez: Miguel Ángel,Browne Urrejola: Pedro,1
De Urresti Longton: Alfonso,Velásquez Seguel: Pedro,1
Chávez Velásquez: Marcelo,Macaya Danús: Javier,1
Girardi Lavín: Cristina,Pacheco Rivas: Clemira,1
Bauer Jouanne: Eugenio,Campos Jara: Cristián,1
Carvajal Ambiado: Loreto,Verdugo Soto: Germán,1
Sabag Villalobos: Jorge,Turres Figueroa: Marisol,1
Becker Alvear: Germán,Macaya Danús: Javier,1
De Urresti Longton: Alfonso,Lemus Aracena: Luis,1
Kast Sommerhoff: Felipe,Melo Contreras: Daniel,1
Berger Fett: Bernardo,Melo Contreras: Daniel,1
Kast Rist: José Antonio,Núñez Arancibia: Daniel,1
Letelier Morel: Juan Pablo,Walker Prieto: Ignacio,1
Morales Muñoz: Celso,Verdugo Soto: Germán,1
Alvarez-Salamanca Ramírez: Pedro Pablo,Farcas Guendelman: Daniel,1
Cicardini Milla: Daniella,Lavín León: Joaquín,1
Díaz Díaz: Marcelo,Lemus Aracena: Luis,1
Alvarez Vera: Jenny,Ulloa Aguillón: Jorge,1
Eluchans Urenda: Edmundo,Walker Prieto: Matías,1
Castro González: Juan Luis,Sandoval Plaza: David,1
Castro González: Juan Luis,Verdugo Soto: Germán,1
Espinosa Monardes: Marcos,Norambuena Farías: Iván,1
Harboe Bascuñán: Felipe,Schilling Rodríguez: Marcelo,1
Chávez Velásquez: Marcelo,Gutiérrez Pino: Romilio,1
Alvarado Ramírez: Miguel Ángel,Morales Muñoz: Celso,1
Carmona Soto: Lautaro,Gahona Salazar: Sergio,1
Espejo Yaksic: Sergio,Molina Oliva: Andrea,1
Uriarte Herrera: Gonzalo,Walker Prieto: Ignacio,1
Barros Montero: Ramón,Melo Contreras: Daniel,1
Tuma Zedan: Joaquín,Velásquez Seguel: Pedro,1
Carmona Soto: Lautaro,Núñez Urrutia: Paulina,1
Alvarez Vera: Jenny,Alvarez-Salamanca Ramírez: Pedro Pablo,1
Alvarez-Salamanca Ramírez: Pedro Pablo,Melo Contreras: Daniel,1
Fuenzalida Figueroa: Gonzalo,Mirosevic Verdugo: Vlado,1
Castro González: Juan Luis,De Mussy Hiriart: Felipe,1
De Mussy Hiriart: Felipe,Núñez Urrutia: Paulina,1
Rocafull López: Luis,Squella Ovalle: Arturo,1
Girardi Lavín: Cristina,Kast Sommerhoff: Felipe,1
Lavín León: Joaquín,Sabat Fernández: Marcela,1
Lavín León: Joaquín,Torres Jeldes: Víctor,1
De Urresti Longton: Alfonso,Ulloa Aguillón: Jorge,1
Melo Contreras: Daniel,Sabat Fernández: Marcela,1
Flores García: Iván,Hasbún Selume: Gustavo,1
Alvarez Vera: Jenny,Barros Montero: Ramón,1
Fernández Allende: Maya,Nogueira Fernández: Claudia,1
Arriagada Macaya: Claudio,Hasbún Selume: Gustavo,1
Nogueira Fernández: Claudia,Verdugo Soto: Germán,1
Núñez Lozano: Marco Antonio,Ortiz Novoa: José Miguel,1
Carmona Soto: Lautaro,Ulloa Aguillón: Jorge,1
Carmona Soto: Lautaro,Vargas Pizarro: Orlando,1
Carmona Soto: Lautaro,Venegas Cárdenas: Mario,1
Girardi Lavín: Guido,Von Baer Jahn: Ena,1
Mirosevic Verdugo: Vlado,Squella Ovalle: Arturo,1
Bellolio Avaria: Jaime,Ortiz Novoa: José Miguel,1
Latorre Carmona: Juan Carlos,Schilling Rodríguez: Marcelo,1
Monckeberg Bruner: Cristián,Ward Edwards: Felipe,1
Boric Font: Gabriel,Meza Moncada: Fernando,1
Cerda García: Eduardo,Velásquez Seguel: Pedro,1
Horvath Kiss: Antonio,Von Baer Jahn: Ena,1
Alvarado Ramírez: Miguel Ángel,Cicardini Milla: Daniella,1
Becker Alvear: Germán,Provoste Campillay: Yasna,1
Alvarez Vera: Jenny,Saffirio Espinoza: René,1
Hernández Hernández: Javier,Schilling Rodríguez: Marcelo,1
De Urresti Longton: Alfonso,Pérez Varela: Víctor,1
Hernández Hernández: Javier,Walker Prieto: Matías,1
Espejo Yaksic: Sergio,Norambuena Farías: Iván,1
Boric Font: Gabriel,Molina Oliva: Andrea,1
Espejo Yaksic: Sergio,Morales Muñoz: Celso,1
Andrade Lara: Osvaldo,Sabag Villalobos: Jorge,1
Teillier Del Valle: Guillermo,Urízar Muñoz: Christian,1
García Ruminot: José,Walker Prieto: Ignacio,1
Browne Urrejola: Pedro,Flores García: Iván,1
Chávez Velásquez: Marcelo,Verdugo Soto: Germán,1
Castro González: Juan Luis,Hernández Hernández: Javier,1
Fernández Allende: Maya,Hernández Hernández: Javier,1
García García: René Manuel,Núñez Lozano: Marco Antonio,1
Nogueira Fernández: Claudia,Núñez Arancibia: Daniel,1
Hernández Hernández: Javier,Torres Jeldes: Víctor,1
Bianchi Chelech: Carlos,Walker Prieto: Ignacio,1
Berger Fett: Bernardo,Carvajal Ambiado: Loreto,1
Boric Font: Gabriel,Godoy Ibáñez: Joaquín,1
Soto Ferrada: Leonardo,Verdugo Soto: Germán,1
Navarro Brain: Alejandro,Walker Prieto: Ignacio,1
Araya Guerrero: Pedro,Ossandón Irarrázabal: Manuel José,1
Sepúlveda Orbenes: Alejandra,Velásquez Seguel: Pedro,1
Morales Muñoz: Celso,Urízar Muñoz: Christian,1
Kast Sommerhoff: Felipe,Vallejo Dowling: Camila,1
Allamand Zavala: Andrés,Harboe Bascuñán: Felipe,1
Melo Contreras: Daniel,Morales Muñoz: Celso,1
Castro González: Juan Luis,Ulloa Aguillón: Jorge,1
Coloma Alamos: Juan Antonio,Tuma Zedan: Joaquín,1
Alvarez-Salamanca Ramírez: Pedro Pablo,Gutiérrez Gálvez: Hugo,1
Marinovic Solo de Zaldívar: Miodrag,Pérez Arriagada: José,1
Aguiló Melo: Sergio,De Urresti Longton: Alfonso,1
Jarpa Wevar: Carlos Abel,Venegas Cárdenas: Mario,1
Gutiérrez Pino: Romilio,Velásquez Seguel: Pedro,1
Gutiérrez Pino: Romilio,Pascal Allende: Denise,1
Berger Fett: Bernardo,Boric Font: Gabriel,1
Berger Fett: Bernardo,Cariola Oliva: Karol,1
Gutiérrez Pino: Romilio,León Ramírez: Roberto,1
Gutiérrez Pino: Romilio,Latorre Carmona: Juan Carlos,1
Berger Fett: Bernardo,Rivas Sánchez: Gaspar,1
Gutiérrez Pino: Romilio,Jarpa Wevar: Carlos Abel,1
Berger Fett: Bernardo,Vallejo Dowling: Camila,1
Girardi Lavín: Cristina,Velásquez Seguel: Pedro,1
Boric Font: Gabriel,Farcas Guendelman: Daniel,1
Boric Font: Gabriel,Jaramillo Becker: Enrique,1
Boric Font: Gabriel,Monckeberg Díaz: Nicolás,1
Girardi Lavín: Cristina,León Ramírez: Roberto,1
Girardi Lavín: Cristina,Latorre Carmona: Juan Carlos,1
Browne Urrejola: Pedro,Velásquez Seguel: Pedro,1
Browne Urrejola: Pedro,Pascal Allende: Denise,1
Farcas Guendelman: Daniel,Rivas Sánchez: Gaspar,1
Farcas Guendelman: Daniel,Vallejo Dowling: Camila,1
Jarpa Wevar: Carlos Abel,Velásquez Seguel: Pedro,1
Latorre Carmona: Juan Carlos,León Ramírez: Roberto,1
Recondo Lavanderos: Carlos,Santana Tirachini: Alejandro,1
Latorre Carmona: Juan Carlos,Nogueira Fernández: Claudia,1
Melero Abaroa: Patricio,Recondo Lavanderos: Carlos,1
Goic Boroevic: Carolina,Vargas Pizarro: Orlando,1
Goic Boroevic: Carolina,Ulloa Aguillón: Jorge,1
Goic Boroevic: Carolina,Santana Tirachini: Alejandro,1
Goic Boroevic: Carolina,Recondo Lavanderos: Carlos,1
Goic Boroevic: Carolina,Melero Abaroa: Patricio,1
Campos Jara: Cristián,Recondo Lavanderos: Carlos,1
Espinosa Monardes: Marcos,Monckeberg Díaz: Nicolás,1
Campos Jara: Cristián,Goic Boroevic: Carolina,1
Muñoz D'Albora: Adriana,Nogueira Fernández: Claudia,1
Castro González: Juan Luis,Sabat Fernández: Marcela,1
Salaberry Soto: Felipe,Turres Figueroa: Marisol,1
Baltolu Rasera: Nino,Zalaquett Said: Mónica,1
Alvear Valenzuela: Soledad,Rossi Ciocca: Fulvio,1
Pascal Allende: Denise,Velásquez Seguel: Pedro,1
Nogueira Fernández: Claudia,Venegas Cárdenas: Mario,1
Nogueira Fernández: Claudia,Velásquez Seguel: Pedro,1
León Ramírez: Roberto,Venegas Cárdenas: Mario,1
León Ramírez: Roberto,Velásquez Seguel: Pedro,1
Jaramillo Becker: Enrique,Rivas Sánchez: Gaspar,1
Jaramillo Becker: Enrique,Vallejo Dowling: Camila,1
Espina Otero: Alberto,Pérez San Martín: Lily,1
Browne Urrejola: Pedro,Girardi Lavín: Cristina,1
Rivas Sánchez: Gaspar,Rubilar Barahona: Karla,1
Boric Font: Gabriel,Venegas Cárdenas: Mario,1
Godoy Ibáñez: Joaquín,Rivas Sánchez: Gaspar,1
Bertolino Rendic: Mario,Rivas Sánchez: Gaspar,1
Arriagada Macaya: Claudio,De Mussy Hiriart: Felipe,1
Harboe Bascuñán: Felipe,Meza Moncada: Fernando,1
De Mussy Hiriart: Felipe,Farías Ponce: Ramón,1
De Mussy Hiriart: Felipe,García García: René Manuel,1
Lorenzini Basso: Pablo,Saa Díaz: María Antonieta,1
Lorenzini Basso: Pablo,Muñoz D'Albora: Adriana,1
Kort Garriga: Issa Farid,Pacheco Rivas: Clemira,1
Jaramillo Becker: Enrique,Nogueira Fernández: Claudia,1
Morano Cornejo: Juan Enrique,Nogueira Fernández: Claudia,1
Edwards Silva: José Manuel,Jaramillo Becker: Enrique,1
Browne Urrejola: Pedro,Jaramillo Becker: Enrique,1
Becker Alvear: Germán,Jaramillo Becker: Enrique,1
Saa Díaz: María Antonieta,Vidal Lázaro: Ximena,1
Jaramillo Becker: Enrique,Saa Díaz: María Antonieta,1
Harboe Bascuñán: Felipe,Vidal Lázaro: Ximena,1
Torres Jeldes: Víctor,Urrutia Bonilla: Ignacio,1
Saldívar Auger: Raúl,Urrutia Bonilla: Ignacio,1
Saldívar Auger: Raúl,Santana Tirachini: Alejandro,1
Accorsi Opazo: Enrique,Cristi Marfil: María Angélica,1
Goic Boroevic: Carolina,Hoffmann Opazo: María José,1
Cristi Marfil: María Angélica,Torres Jeldes: Víctor,1
Cristi Marfil: María Angélica,Sepúlveda Orbenes: Alejandra,1
Cristi Marfil: María Angélica,Pascal Allende: Denise,1
Cristi Marfil: María Angélica,Hoffmann Opazo: María José,1
Chahin Valenzuela: Fuad,Hoffmann Opazo: María José,1
Chahin Valenzuela: Fuad,Cristi Marfil: María Angélica,1
Accorsi Opazo: Enrique,Hoffmann Opazo: María José,1
Accorsi Opazo: Enrique,Barros Montero: Ramón,1
Muñoz Aburto: Pedro,Pérez San Martín: Lily,1
Cornejo González: Aldo,García García: René Manuel,1
Cornejo González: Aldo,Santana Tirachini: Alejandro,1
Cornejo González: Aldo,Urrutia Bonilla: Ignacio,1
Allende Bussi: Isabel,Larrain Peña: Carlos,1
García García: René Manuel,Urrutia Bonilla: Ignacio,1
Nogueira Fernández: Claudia,Saldívar Auger: Raúl,1
Nogueira Fernández: Claudia,Schilling Rodríguez: Marcelo,1
Pérez San Martín: Lily,Sabag Castillo: Hosaín,1
Melero Abaroa: Patricio,Vargas Pizarro: Orlando,1
Recondo Lavanderos: Carlos,Vargas Pizarro: Orlando,1
Venegas Cárdenas: Mario,Zalaquett Said: Mónica,1
Martínez Labbé: Rosauro,Vilches Guzmán: Carlos,1
Hernández Hernández: Javier,Verdugo Soto: Germán,1
Hernández Hernández: Javier,Sauerbaum Muñoz: Frank,1
Hernández Hernández: Javier,Martínez Labbé: Rosauro,1
García García: René Manuel,Vilches Guzmán: Carlos,1
Estay Peñaloza: Enrique,Verdugo Soto: Germán,1
Estay Peñaloza: Enrique,Sauerbaum Muñoz: Frank,1
Estay Peñaloza: Enrique,Martínez Labbé: Rosauro,1
Estay Peñaloza: Enrique,García García: René Manuel,1
Barros Montero: Ramón,Verdugo Soto: Germán,1
Barros Montero: Ramón,Sauerbaum Muñoz: Frank,1
Barros Montero: Ramón,Martínez Labbé: Rosauro,1
Nogueira Fernández: Claudia,Vidal Lázaro: Ximena,1
Kort Garriga: Issa Farid,Vidal Lázaro: Ximena,1
Díaz Díaz: Marcelo,Vidal Lázaro: Ximena,1
Díaz Díaz: Marcelo,Torres Jeldes: Víctor,1
Díaz Díaz: Marcelo,Sabag Villalobos: Jorge,1
Díaz Díaz: Marcelo,Nogueira Fernández: Claudia,1
Díaz Díaz: Marcelo,Kort Garriga: Issa Farid,1
Díaz Díaz: Marcelo,Farías Ponce: Ramón,1
Martínez Labbé: Rosauro,Sandoval Plaza: David,1
Sandoval Plaza: David,Sauerbaum Muñoz: Frank,1
Santana Tirachini: Alejandro,Vargas Pizarro: Orlando,1
Sauerbaum Muñoz: Frank,Vilches Guzmán: Carlos,1
Rojas Molina: Manuel,Salaberry Soto: Felipe,1
Latorre Carmona: Juan Carlos,Vargas Pizarro: Orlando,1
Latorre Carmona: Juan Carlos,Sandoval Plaza: David,1
Latorre Carmona: Juan Carlos,Salaberry Soto: Felipe,1
Gutiérrez Gálvez: Hugo,Ward Edwards: Felipe,1
Gutiérrez Gálvez: Hugo,Salaberry Soto: Felipe,1
Gutiérrez Gálvez: Hugo,Rojas Molina: Manuel,1
Espinosa Monardes: Marcos,Salaberry Soto: Felipe,1
Araya Guerrero: Pedro,Vilches Guzmán: Carlos,1
Araya Guerrero: Pedro,Sandoval Plaza: David,1
Araya Guerrero: Pedro,Salaberry Soto: Felipe,1
Araya Guerrero: Pedro,Rojas Molina: Manuel,1
Moreira Barros: Iván,Orpis Bouchon: Jaime,1
Latorre Carmona: Juan Carlos,Walker Prieto: Matías,1
Goic Boroevic: Carolina,Latorre Carmona: Juan Carlos,1
Araya Guerrero: Pedro,Walker Prieto: Matías,1
Gutiérrez Pino: Romilio,Rubilar Barahona: Karla,1
Verdugo Soto: Germán,Vilches Guzmán: Carlos,1
Edwards Silva: José Manuel,Tarud Daccarett: Jorge,1
De Urresti Longton: Alfonso,Vidal Lázaro: Ximena,1
Browne Urrejola: Pedro,Vidal Lázaro: Ximena,1
Lagos Weber: Ricardo,Larraín Fernández: Hernán,1
Browne Urrejola: Pedro,Díaz Díaz: Marcelo,1
Rubilar Barahona: Karla,Von Mühlenbrock Zamora: Gastón,1
Rosales Guzmán: Joel,Rubilar Barahona: Karla,1
Rojas Molina: Manuel,Zalaquett Said: Mónica,1
Rojas Molina: Manuel,Rubilar Barahona: Karla,1
Estay Peñaloza: Enrique,Rubilar Barahona: Karla,1
Cristi Marfil: María Angélica,Von Mühlenbrock Zamora: Gastón,1
Norambuena Farías: Iván,Zalaquett Said: Mónica,1
Fuenzalida Figueroa: Gonzalo,Macaya Danús: Javier,1
Gutiérrez Pino: Romilio,Zalaquett Said: Mónica,1
Fuenzalida Figueroa: Gonzalo,Schilling Rodríguez: Marcelo,1
Macaya Danús: Javier,Rincón González: Ricardo,1
Macaya Danús: Javier,Schilling Rodríguez: Marcelo,1
Cristi Marfil: María Angélica,Van Rysselberghe Herrera: Enrique,1
Cristi Marfil: María Angélica,Gutiérrez Pino: Romilio,1
Bobadilla Muñoz: Sergio,Zalaquett Said: Mónica,1
Bobadilla Muñoz: Sergio,Estay Peñaloza: Enrique,1
Barros Montero: Ramón,Bobadilla Muñoz: Sergio,1
Arenas Hödar: Gonzalo,Bobadilla Muñoz: Sergio,1
Vallespín López: Patricio,Vargas Pizarro: Orlando,1
Von Mühlenbrock Zamora: Gastón,Zalaquett Said: Mónica,1
Baltolu Rasera: Nino,Kast Rist: José Antonio,1
Bobadilla Muñoz: Sergio,Kast Rist: José Antonio,1
Espinoza Sandoval: Fidel,Morales Muñoz: Celso,1
Arenas Hödar: Gonzalo,Bauer Jouanne: Eugenio,1
Estay Peñaloza: Enrique,Squella Ovalle: Arturo,1
Rojas Molina: Manuel,Walker Prieto: Matías,1
Rojas Molina: Manuel,Torres Jeldes: Víctor,1
Rojas Molina: Manuel,Sabat Fernández: Marcela,1
Morales Muñoz: Celso,Torres Jeldes: Víctor,1
Morales Muñoz: Celso,Rojas Molina: Manuel,1
Espinoza Sandoval: Fidel,Rojas Molina: Manuel,1
Orpis Bouchon: Jaime,Tuma Zedán: Eugenio,1
Berger Fett: Bernardo,Squella Ovalle: Arturo,1
Moreira Barros: Iván,Van Rysselberghe Herrera: Enrique,1
Melero Abaroa: Patricio,Salaberry Soto: Felipe,1
Kast Rist: José Antonio,Moreira Barros: Iván,1
Barros Montero: Ramón,Moreira Barros: Iván,1
Estay Peñaloza: Enrique,Kast Rist: José Antonio,1
Salaberry Soto: Felipe,Silva Méndez: Ernesto,1
Macaya Danús: Javier,Salaberry Soto: Felipe,1
Berger Fett: Bernardo,Nogueira Fernández: Claudia,1
Girardi Lavín: Cristina,Vidal Lázaro: Ximena,1
Velásquez Seguel: Pedro,Zalaquett Said: Mónica,1
Vargas Pizarro: Orlando,Vilches Guzmán: Carlos,1
Monckeberg Díaz: Nicolás,Teillier Del Valle: Guillermo,1
Hoffmann Opazo: María José,Jiménez Fuentes: Tucapel,1
Carmona Soto: Lautaro,Rathgeb Schifferli: Jorge,1
Carmona Soto: Lautaro,Santana Tirachini: Alejandro,1
Hernández Hernández: Javier,Mirosevic Verdugo: Vlado,1
Hernández Hernández: Javier,Vallespín López: Patricio,1
Harboe Bascuñán: Felipe,Monckeberg Bruner: Cristián,1
Harboe Bascuñán: Felipe,Hoffmann Opazo: María José,1
Mirosevic Verdugo: Vlado,Santana Tirachini: Alejandro,1
Rincón González: Ricardo,Vidal Lázaro: Ximena,1
Pascal Allende: Denise,Vidal Lázaro: Ximena,1
Pérez Arriagada: José,Santana Tirachini: Alejandro,1
Núñez Lozano: Marco Antonio,Vidal Lázaro: Ximena,1
Coloma Alamos: Juan Antonio,Robles Pantoja: Alberto,1
Coloma Alamos: Juan Antonio,Torres Jeldes: Víctor,1
Cornejo González: Aldo,Kast Rist: José Antonio,1
Núñez Lozano: Marco Antonio,Pascal Allende: Denise,1
Montes Cisternas: Carlos,Vidal Lázaro: Ximena,1
Montes Cisternas: Carlos,Ojeda Uribe: Sergio,1
Melero Abaroa: Patricio,Robles Pantoja: Alberto,1
Jiménez Fuentes: Tucapel,Zalaquett Said: Mónica,1
Kort Garriga: Issa Farid,Monckeberg Díaz: Nicolás,1
Andrade Lara: Osvaldo,Recondo Lavanderos: Carlos,1
Hasbún Selume: Gustavo,Vallejo Dowling: Camila,1
Fuentes Castillo: Iván,Ward Edwards: Felipe,1
Morales Muñoz: Celso,Venegas Cárdenas: Mario,1
Morales Muñoz: Celso,Saffirio Espinoza: René,1
Estay Peñaloza: Enrique,Venegas Cárdenas: Mario,1
Estay Peñaloza: Enrique,Schilling Rodríguez: Marcelo,1
Estay Peñaloza: Enrique,Saffirio Espinoza: René,1
Estay Peñaloza: Enrique,Ojeda Uribe: Sergio,1
Espina Otero: Alberto,Lagos Weber: Ricardo,1
Cerda García: Eduardo,Venegas Cárdenas: Mario,1
Cerda García: Eduardo,Schilling Rodríguez: Marcelo,1
Cerda García: Eduardo,Ojeda Uribe: Sergio,1
Cerda García: Eduardo,Morales Muñoz: Celso,1
Cerda García: Eduardo,Estay Peñaloza: Enrique,1
