date,max_temp
2014-06-09,0.090023
2011-07-21,0.102205
2014-06-30,0.342804
2011-08-09,0.63979
2011-02-21,0.119606
2017-07-05,0.269136
2014-12-29,2.329236
2014-05-05,0.472352
2014-11-12,0.038604
2017-08-18,0.030656
2014-09-01,0.018302
2014-04-07,0.014909
2014-05-29,0.163253
2017-06-09,0.004724
2014-01-30,0.050607
2011-12-27,0.892457
2017-03-16,0.147775
2011-09-21,0.523748
2014-02-25,0.010575
2011-04-21,0.02005
2014-03-18,0.043296
2011-12-07,0.157916
2017-01-12,0.018776
2014-05-14,0.04445
2014-11-21,0.110453
2017-03-29,0.478624
2017-02-16,0.027371
2014-08-07,1.528982
2014-02-12,0.137632
2014-07-07,0.499138
2017-12-29,0.722388
2014-12-18,0.101395
2011-03-07,0.034201
2017-10-12,0.00532
2014-07-23,0.033533
2011-11-10,0.011242
2014-05-16,0.073419
2011-12-05,0.06495
2017-07-07,0.100082
2011-05-27,0.0062
2017-12-12,0.210291
2014-07-10,0.013637
2017-06-10,0.000945
2011-08-18,0.037725
2011-02-23,0.069868
2014-03-07,0.16597
2011-03-23,0.118375
2014-04-16,0.22709
2011-12-12,0.080232
2011-05-09,1.210719
2017-04-27,0.535085
2014-07-14,0.141758
2011-01-07,2.76521
2011-07-12,0.221358
2017-06-21,0.019875
2011-08-05,0.257131
2014-03-10,0.883987
2017-08-10,0.397765
2017-05-23,0.115995
2014-08-29,0.003711
2014-05-09,0.185977
2014-06-23,0.072826
2011-04-27,0.243962
2011-07-01,0.016172
2011-12-23,0.350422
2014-03-14,0.144321
2014-12-30,0.010357
2014-03-12,0.036032
2011-08-16,0.06626
2014-05-12,0.031411
2014-12-10,0.03134
2011-06-30,0.481332
2017-09-01,0.077245
2011-08-03,0.10324
2011-07-25,0.362244
2014-11-03,0.255798
2014-04-01,0.034648
2011-10-18,0.9631
2011-07-14,0.079176
2017-06-07,0.001594
2014-05-30,0.169797
2014-06-03,0.559473
2014-01-29,0.010896
2011-03-25,0.004538
2011-10-05,0.153111
2011-12-01,0.093247
2014-04-25,0.002004
2011-06-21,0.03087
2011-05-18,0.31229
2014-09-12,0.04227
2011-11-30,0.041849
2017-08-14,0.129224
2011-01-18,0.032384
2011-03-14,1.27888
2014-10-14,0.055775
2011-04-12,0.155332
2014-09-09,0.168012
2011-08-01,0.786251
2017-07-03,0.060689
2017-12-18,0.058121
2014-07-25,0.073727
2017-01-05,0.170497
2014-11-10,0.056349
2011-01-27,0.002776
2011-08-25,0.205263
2017-10-16,0.000715
2017-06-12,0.061112
2011-11-09,0.003577
2017-12-21,0.015115
2017-08-16,0.019367
2011-01-14,0.283659
2011-09-05,0.469254
2014-02-07,0.041986
2011-08-12,0.281273
2011-07-29,0.035504
2011-03-30,0.162139
2017-04-25,0.037493
2014-05-23,0.072565
2017-11-09,0.002539
2011-10-27,0.963351
2014-10-29,0.135013
2011-06-23,0.026309
2017-05-05,0.084501
2011-09-07,0.361593
2011-07-18,0.011644
2011-04-07,0.482964
2014-03-21,0.108145
2011-10-14,0.041068
2014-06-10,0.008387
2014-03-03,0.054036
2011-12-30,0.023141
2011-07-05,0.008849
2014-02-18,3.081845
2011-08-23,0.409858
2014-07-29,0.135359
2014-10-01,1.042137
2017-04-07,0.010561
2011-04-18,0.318793
2017-06-14,0.13976
2011-08-10,0.019382
2011-07-07,0.216221
2011-01-12,0.031393
2011-04-05,17.360582
2011-06-01,0.031104
2011-10-25,0.011554
2011-09-27,0.001613
2011-12-21,0.866168
2011-11-18,0.02629
2017-08-07,0.052006
2014-02-14,0.145515
2011-05-30,0.640194
2011-02-09,0.115216
2014-08-21,0.112915
2011-10-12,0.186149
2017-05-18,0.046507
2014-08-01,0.128878
2011-11-07,0.079202
2011-04-29,0.105367
2014-10-21,0.156172
2014-06-25,0.093876
2017-01-25,0.506312
2017-02-09,0.840043
2011-03-21,0.018284
2014-12-12,0.111831
2009-11-13,0.089961
2012-12-06,0.082853
2012-06-11,6.310077
2009-06-26,0.644468
2018-03-13,0.131235
2009-07-06,0.291623
2012-02-24,0.152138
2012-01-31,0.008456
2009-10-20,0.024449
2015-03-17,0.12902
2015-10-26,0.041338
2009-09-22,0.107225
2015-06-24,0.374934
2015-07-22,0.093821
2018-06-06,0.004291
2009-05-20,0.75011
2009-06-13,1.143992
2015-02-11,0.2567
2012-03-06,0.039052
2012-09-11,0.039589
2009-11-02,0.002009
2015-10-15,0.043396
2015-06-15,1.81559
2012-01-20,0.028004
2009-12-17,0.024442
2009-06-24,0.03802
2009-11-26,0.114815
2012-07-19,0.009592
2015-05-15,0.006009
2012-10-02,0.010922
2009-04-08,0.147407
2015-07-13,0.047495
2009-12-04,0.970949
2009-02-19,0.00487
2015-08-28,0.172508
2012-10-17,0.057728
2012-02-02,0.01935
