lat,lng
-20.2096,-70.1509
-20.2145,-70.1373
-20.6604,-70.1844
-20.2759,-70.131
-20.2144,-70.1384
-20.2354,-70.1429
-20.2391,-70.1325
-20.2243,-70.1329
-20.2213080769166,-70.1330065727234
-20.2532944558076,-70.1324701309204
-20.2153983073286,-70.1529085636139
-20.2282998397205,-70.1292783021927
-20.2086627085009,-70.1625967025757
-20.2353,-70.1356
-20.2600985762639,-70.1248097419739
-20.2139686530263,-70.1383349150092
-20.2415828195422,-70.1282215118408
-20.2450805559999,-70.1324935759999
-20.2132,-70.1503
-20.2133475226843,-70.1537874065946
-20.2229188780709,-70.1350879669189
-20.2024000516903,-70.1582944393158
-20.2099514554924,-70.1367831230164
-20.241794210574,-70.1404309272766
-20.2465655316371,-70.1359301805496
-20.2170393731864,-70.1432901620865
-20.2133475226843,-70.1537874065946
-20.2133475226843,-70.1537874065946
-20.2131389843582,-70.1519183582716
-20.2100722749758,-70.147157907486
-20.2150585139221,-70.1479652523994
-20.2109129746173,-70.1478713750839
-20.2133475226843,-70.1537874065946
-20.2441182346816,-70.1401184499264
-20.2142,-70.1571
-20.2384823847016,-70.136547088623
-20.241894872869,-70.1353669166565
-20.7019,-70.1864
-20.2175125607401,-70.1345837116241
-20.242881359909,-70.1368260383606
-20.2100873774046,-70.1346775889397
-20.2331571428448,-70.1284468173981
-20.2216403060202,-70.1348251104355
-20.2421666607399,-70.1331728696823
-20.2205932785608,-70.1461279392242
-20.2145123259285,-70.1524713635445
-20.213495454695,-70.1372686028481
-20.2324423989545,-70.1468735933304
-20.2417891774576,-70.1447117328644
-20.2434349978507,-70.1426732540131
-20.2508057440806,-70.1376736164093
-20.2489310056739,-70.1387625932693
-20.2503804698359,-70.1343905925751
-20.2481836204297,-70.1370620727539
-20.230824146243,-70.1423701643944
-20.259882177616,-70.1315689086914
-19.9963022335927,-69.7674643993378
-19.9963274387028,-69.7674965858459
-19.996307274615,-69.767142534256
-19.9963022335927,-69.767147898674
-20.2142002176428,-70.1383280754089
-20.2102384016122,-70.1438453793526
-20.250390535512,-70.1343584060669
-19.9962921515475,-69.767142534256
-19.9962820695016,-69.767147898674
-19.9963274387028,-69.767153263092
-19.9963022335927,-69.7671639919281
-20.2131833443697,-70.1518088579178
-20.2220455238904,-70.1332533359528
-20.2220681757899,-70.1332560181618
-20.2276505099802,-70.1427054405212
-20.2125880676993,-70.1525263488293
-20.2153832054152,-70.1529031991959
-20.2154536809986,-70.152930021286
-20.2154536809986,-70.1528978347778
-20.2154587149677,-70.1529407501221
-20.2155241565501,-70.1530534029007
-20.2481144129999,-70.1366330509999
-20.280121694055,-70.1268428564072
-20.2786976672578,-70.1011312007904
-20.660436799,-70.1844305049999
-20.2423679259999,-70.1331601879999
-20.2605364051637,-69.7815151512623
-20.214911591,-70.1524436179999
-20.2134907406592,-70.1439256929062
-20.210729424,-70.1525942609999
-20.2213785498161,-70.1537024974823
-20.2394185614813,-70.1354205608368
-20.2457501896848,-70.1323306560516
-20.2086215219789,-70.1487994561809
-20.2164937789548,-70.1559335978865
-20.208383310773,-70.1502585411072
-20.2388799670905,-70.149172332017
-20.2154874650312,-70.1421375962752
-20.2305199195976,-70.1341899350227
-20.2123998188226,-70.1383842408723
-20.2251943709053,-70.1477429362457
-20.2648264111241,-70.1227251300472
-20.2659009670361,-70.1219263672829
-20.2088266734145,-70.1445171829959
-20.2035094261304,-70.1587333560383
-20.2027844772614,-70.1584300519607
-20.2385553664274,-70.1350410282612
-20.2153591641127,-70.1529896153443
-20.2154095038261,-70.153129090213
-20.2154195717669,-70.1530110730164
-20.2154900473338,-70.1530539883606
-20.2154397076464,-70.1530218018524
-20.2480941140905,-70.1250779496912
-20.2133475226843,-70.1537874065946
-20.2445473008424,-70.1268066465855
-20.2485384401354,-70.131129026413
-20.2499595414133,-70.1281297487034
-20.2133475226843,-70.1537874065946
-20.214911591,-70.1524436189999
-20.21342177,-70.153839074
-20.215416621146,-70.1377356563003
-20.2507889086846,-70.1252610518499
-20.2094151454152,-70.1489678955825
-20.2356349121185,-70.1327837159413
-20.2201,-70.1341
-20.2469117833848,-70.1339996022359
-20.235497803382,-70.148128496359
-20.2127682580633,-70.1407434349237
-20.2813,-70.1067
-20.2902,-70.1054
-20.2830049308794,-70.1009970903397
-20.2832,-70.0979
-20.2450805559999,-70.1324935759999
-20.2725435070968,-70.1051598787308
-20.265777529222,-70.1032814432588
-20.295385537,-70.1000839919999
-20.2691115635756,-70.0941896438599
-20.26558896195,-70.1053583621979
-20.2679340183022,-70.1048648350843
-20.2479143595446,-70.1002943515778
-20.2662029068448,-70.1009447872639
-20.2916568353534,-70.1022201776505
-20.2444869045044,-70.0953054428101
-20.2921272798205,-70.1000583171844
-20.265870773023,-70.1049399375916
-20.2720000372293,-70.1010131835938
-20.2910102863492,-70.1028907299042
-20.2778975899273,-70.1038563251495
-20.27880333754,-70.1069086790085
-20.2875787515429,-70.1063454151154
-20.2658858700303,-70.0959706306458
-20.2943386012543,-70.099427998066
-20.2710388960432,-70.1032702624798
-20.2725535713357,-70.1039153337479
-20.2807708044042,-70.0888895988464
-20.2984592730311,-70.1098698377609
-20.2660016137043,-70.1007208228111
-20.2926807420708,-70.1054012775421
-20.286678086858,-70.1054924726486
-20.2955092387585,-70.1095506548882
-20.2770169968986,-70.0836002826691
-20.2911360743046,-70.1025259494781
-20.2829646766331,-70.0789976119995
-20.2897423380573,-70.0917541980743
-20.2919713036616,-70.1006376743419
-20.2703998093406,-70.0975048542023
-20.2871686730197,-70.0953188538551
-20.2717106890695,-70.0942996144295
-20.2942908028312,-70.1097303628922
-20.298678133485,-70.1097625494003
-20.2906782056564,-70.0940850377083
-20.2870403660197,-70.1005947589874
-20.2610371390007,-70.0962764024734
-20.2632740659113,-70.1057553291321
-20.2701758767628,-70.107895731926
-20.2717169792526,-70.0981217622757
-20.2773767826545,-70.1011955738068
-20.2581635590379,-70.10537981987
-20.2908341830402,-70.09168446064
-20.2929046421468,-70.0981611103998
-20.2712849760724,-70.0944105030634
-20.2784158794865,-70.0863307714462
-20.2485384389067,-70.0668632984161
