CUT,REGION,PROVINCIA,COMUNA,NOMBRE_DIS,CODIGO_DIS,MANZENT,ZONA_CENSA,MANZANA,TOTAL_PERS,TOTAL_HOMB,TOTAL_MUJE,PERSONAS_0,PERSONAS_6,PERSONAS_1,PERSONAS_M,PERSONAS_E,PUEBLOS_IN,TOTAL_VIV_,TOTAL_VIV1,VIV_OCUPA_,TOTAL_VIVI,CANTIDAD_H,VIV_TIPO_C,VIV_TIPO_D,VIV_TIPO_T,VIV_TIPO_P,VIV_TIPO_M,VIV_TIPO_1,VIV_TIPO_O,VIV_PARED_,VIV_PARED1,VIV_PARE_1,VIV_PARE_2,VIV_PARE_3,VIV_PARE_4,VIV_TECHO_,VIV_TECHO1,VIV_TECH_1,VIV_TECH_2,VIV_TECH_3,VIV_TECH_4,VIV_TECH_5,VIV_PISO_P,VIV_PISO_R,VIV_PISO_B,VIV_PISO_C,VIV_PISO_T,VIV_MATERI,VIV_MATE_1,VIV_MATE_2,VIV_AGUA_R,VIV_AGUA_P,VIV_AGUA_C,VIV_AGUA_1,geometry
12101,12,MAGALLANES,PUNTA ARENAS,PUDETO,6,12101061003022,3,22,57,26,31,4,4,35,14,0,12,24,0,22,24,22,24,0,0,0,0,0,0,1,2,12,7,0,0,1,0,20,1,0,0,0,22,0,0,0,0,14,8,0,22,0,0,0,"POLYGON ((-7896026.0864 -7012128.112500001, -7896026.6855 -7012128.564199999, -7896030.134199999 -7012128.343499999, -7896195.477499999 -7012088.094000001, -7896197.8554 -7012086.559599999, -7896199.4265 -7012084.561700001, -7896199.648399999 -7012082.486900002, -7896199.431500001 -7012080.804499999, -7896177.0243 -7012011.473499998, -7896175.6657 -7012009.726, -7896172.877800001 -7012007.479499999, -7896168.3112 -7012007.219000001, -7896005.172599999 -7012047.175900001, -7896003.1533 -7012047.895599999, -7896000.704600001 -7012050.678300001, -7895999.836200001 -7012053.133900002, -7896000.0623 -7012056.486699998, -7896022.954299999 -7012124.593699999, -7896024.8882 -7012127.209199999, -7896026.0864 -7012128.112500001))"
12101,12,MAGALLANES,PUNTA ARENAS,PUDETO,6,12101061003035,3,35,56,29,27,Indeterminado,Indeterminado,36,14,Indeterminado,9,22,0,20,22,20,22,0,0,0,0,0,0,1,0,7,12,0,0,6,0,14,0,0,0,0,19,0,1,0,0,7,13,0,20,0,0,0,"POLYGON ((-7896612.7073 -7012181.606699999, -7896616.453 -7012183.4903, -7896619.486500001 -7012183.2456, -7896784.795299999 -7012150.9142, -7896787.2532 -7012149.801600002, -7896790.2444 -7012146.631999999, -7896790.881200001 -7012144.580800001, -7896790.5747 -7012140.805799998, -7896763.0341 -7012059.076099999, -7896761.4914 -7012056.900699999, -7896759.014799999 -7012054.6721, -7896756.3399 -7012054.102200001, -7896753.33 -7012053.9307, -7896586.7399 -7012088.693100002, -7896584.616900001 -7012089.407099999, -7896583.612 -7012090.602299999, -7896583.0788 -7012092.659499999, -7896583.168400001 -7012094.752099998, -7896609.4947 -7012177.666099999, -7896612.7073 -7012181.606699999))"
12101,12,MAGALLANES,PUNTA ARENAS,BARRIO PRAT,4,12101041001042,1,42,16,7,9,Indeterminado,0,12,Indeterminado,0,0,16,0,8,16,8,7,9,0,0,0,0,0,0,5,2,1,0,0,0,0,8,0,0,0,0,8,0,0,0,0,7,1,0,8,0,0,0,"POLYGON ((-7892924.1855 -7012095.786800001, -7892926.676200001 -7012095.929900002, -7892929.1347 -7012094.818599999, -7893074.847999999 -7012002.9881, -7893076.141000001 -7012002.227400001, -7893077.217800001 -7011999.7841, -7893077.1054 -7011998.107700001, -7893076.474099999 -7011996.4014, -7892983.2302 -7011846.173, -7892980.986 -7011843.539099999, -7892978.726600001 -7011842.991900001, -7892976.754799999 -7011842.878400002, -7892974.839199999 -7011843.603399999, -7892827.4823 -7011933.248399999, -7892825.6229 -7011934.8116, -7892824.338400001 -7011937.242800001, -7892824.1632 -7011938.485100001, -7892824.124299999 -7011940.988000002, -7892825.043099999 -7011943.1283, -7892919.0591 -7012092.569600001, -7892921.7184 -7012095.227600001, -7892923.147600001 -7012095.727200001, -7892924.1855 -7012095.786800001))"
12101,12,MAGALLANES,PUNTA ARENAS,DIECIOCHO DE SEPTIEMBRE,8,12101081001002,1,2,91,44,47,10,7,63,11,Indeterminado,31,32,0,26,32,26,32,0,0,0,0,0,0,1,0,25,0,0,0,1,0,25,0,0,0,0,22,1,3,0,0,22,4,0,25,0,0,0,"POLYGON ((-7897291.4242 -7012258.251899999, -7897288.598200001 -7012258.508699998, -7897239.9904 -7012131.325199999, -7897238.24 -7012129.138099998, -7897236.2585 -7012127.355099998, -7897235.866900001 -7012126.9155, -7897231.3473 -7012125.823100001, -7897191.134099999 -7012133.554499999, -7897189.1952 -7012134.696800001, -7897187.6006 -7012137.111000001, -7897186.9639 -7012139.1622, -7897187.0536 -7012141.254900001, -7897191.111199999 -7012152.340999998, -7897248.2728 -7012301.305199999, -7897249.8958 -7012303.9027, -7897251.9575 -7012306.107500002, -7897255.3355 -7012307.134799998, -7897258.369000001 -7012306.889899999, -7897392.866800001 -7012279.889600001, -7897395.2444 -7012278.354800001, -7897395.8106 -7012277.551800001, -7897396.4473 -7012275.500500001, -7897396.069700001 -7012272.973999999, -7897336.2963 -7012116.765299998, -7897333.8335 -7012112.449999999, -7897332.036 -7012111.095400002, -7897329.431700001 -7012109.277100001, -7897327.3795 -7012108.742800001, -7897323.147700001 -7012108.0845, -7897250.5197 -7012121.904199999, -7897246.7788 -7012125.448800001, -7897246.0853 -7012126.661899999, -7897245.7127 -7012129.563200001, -7897246.1941 -7012132.095699999, -7897294.3774 -7012257.585000001, -7897291.4242 -7012258.251899999))"
12101,12,MAGALLANES,PUNTA ARENAS,PUDETO,6,12101061003032,3,32,46,25,21,Indeterminado,Indeterminado,33,8,0,11,20,0,17,20,17,20,0,0,0,0,0,0,0,1,16,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,17,0,0,17,0,0,0,"POLYGON ((-7896242.680600001 -7012166.355, -7896244.9639 -7012166.485300001, -7896343.0604 -7012142.436900001, -7896377.070699999 -7012133.9386, -7896378.132200001 -7012133.581599999, -7896380.6044 -7012130.3825, -7896380.9208 -7012126.642900001, -7896359.568299999 -7012060.712400001, -7896358.5447 -7012058.566500001, -7896356.955 -7012057.223299999, -7896354.799000001 -7012056.6829, -7896352.515799999 -7012056.5526, -7896218.829700001 -7012089.426100001, -7896216.890699999 -7012090.568, -7896216.6358 -7012091.3884, -7896216.0461 -7012092.607299998, -7896216.135500001 -7012094.699999999, -7896238.199100001 -7012162.759300001, -7896240.133099999 -7012165.374699999, -7896242.680600001 -7012166.355))"
12101,12,MAGALLANES,PUNTA ARENAS,BARRIO YUGOSLAVO,2,12101021001008,1,8,44,21,23,Indeterminado,Indeterminado,28,13,Indeterminado,Indeterminado,18,0,16,18,16,18,0,0,0,0,0,0,1,0,15,0,0,0,1,0,15,0,0,0,0,16,0,0,0,0,16,0,0,16,0,0,0,"POLYGON ((-7892193.9034 -7012082.183699999, -7892196.8094 -7012082.351, -7892198.956599999 -7012081.222100001, -7892350.903000001 -7011984.335900001, -7892353.225299999 -7011981.964400001, -7892355.076400001 -7011978.730999999, -7892355.346999999 -7011975.824000001, -7892354.7073 -7011972.447099999, -7892264.743899999 -7011826.991500001, -7892263.442500001 -7011826.081700001, -7892259.075300001 -7011824.160399999, -7892255.443 -7011823.951400001, -7892252.1306 -7011825.430799998, -7892101.199999999 -7011922.789000001, -7892099.0052 -7011924.7502, -7892097.4892 -7011927.585499998, -7892097.1863 -7011929.2379, -7892097.227 -7011932.162999999, -7892098.4893 -7011935.5755, -7892190.3103 -7012079.471999999, -7892191.6679 -7012081.220199998, -7892193.9034 -7012082.183699999))"
12101,12,MAGALLANES,PUNTA ARENAS,PUDETO,6,12101061003023,3,23,59,29,30,5,5,38,11,4,11,25,0,24,25,24,25,0,0,0,0,0,0,0,1,22,0,0,0,2,0,21,0,0,0,0,21,2,0,0,0,21,2,0,22,0,0,0,"POLYGON ((-7895823.8829 -7012234.308699999, -7895826.1425 -7012234.855300002, -7895828.704500001 -7012233.749000002, -7895993.377800001 -7012137.5187, -7895995.6756 -7012135.5623, -7895997.317600001 -7012132.3158, -7895997.6907 -7012129.414700001, -7895997.209799999 -7012126.882199999, -7895968.805 -7012042.177900001, -7895967.5504 -7012040.436299998, -7895964.6588 -7012038.183699999, -7895963.5407 -7012037.702500001, -7895961.130000001 -7012037.9822, -7895959.214600001 -7012038.707899999, -7895790.3113 -7012134.277199998, -7895788.994899999 -7012135.454599999, -7895788.2776 -7012137.083700001, -7895787.975400001 -7012138.736499999, -7895788.192199999 -7012140.418900002, -7895820.7271 -7012231.205899999, -7895822.5573 -7012233.815400001, -7895823.8829 -7012234.308699999))"
12101,12,MAGALLANES,PUNTA ARENAS,BARRIO YUGOSLAVO,2,12101021002049,2,49,114,53,61,7,15,73,19,Indeterminado,33,45,0,39,45,39,45,0,0,0,0,0,0,0,2,24,10,0,3,0,0,25,1,0,13,0,38,0,0,1,0,17,7,15,39,0,0,0,"POLYGON ((-7891122.806299999 -7011866.5101, -7891116.830800001 -7011873.853599999, -7891115.860200001 -7011875.655400001, -7891113.390799999 -7011880.239700001, -7891111.7985 -7011883.195700001, -7891111.630799999 -7011886.118500002, -7891111.2322 -7011893.060600001, -7891114.0306 -7011907.156800002, -7891116.3609 -7011918.895799998, -7891169.132200001 -7012002.446400002, -7891174.6218 -7012011.246800002, -7891176.51 -7012012.9483, -7891181.3277 -7012017.2894, -7891185.9823 -7012019.264899999, -7891186.1471 -7012019.334899999, -7891192.551200001 -7012016.560600001, -7891264.1437 -7011970.171399999, -7891265.5085 -7011968.162599999, -7891266.250499999 -7011966.117899999, -7891266.1863 -7011963.609099999, -7891265.3477 -7011961.890700001, -7891209.867799999 -7011872.685899999, -7891213.5395 -7011870.3926, -7891216.899900001 -7011868.081500001, -7891272.092599999 -7011956.8521, -7891274.647600001 -7011959.5044, -7891276.204299999 -7011959.594300002, -7891276.9069 -7011960.052299999, -7891279.190099999 -7011960.183899999, -7891281.5448 -7011959.067200001, -7891352.9048 -7011913.081500001, -7891354.764699999 -7011911.5187, -7891356.200999999 -7011908.261599999, -7891356.1844 -7011904.920499999, -7891355.289899999 -7011902.364, -7891276.348999999 -7011773.815699998, -7891273.458900001 -7011771.5616, -7891271.7268 -7011772.714299999, -7891169.7556 -7011833.2152, -7891165.8762 -7011835.496300001, -7891141.466800001 -7011850.7883, -7891128.3817 -7011861.529399998, -7891122.806299999 -7011866.5101))"
12101,12,MAGALLANES,PUNTA ARENAS,PUDETO,6,12101061003034,3,34,48,19,29,Indeterminado,Indeterminado,30,10,0,7,21,0,16,21,16,20,0,0,0,1,0,0,2,1,12,1,0,0,0,0,16,0,0,0,0,16,0,0,0,0,15,1,0,16,0,0,0,"POLYGON ((-7896424.563100001 -7012221.818, -7896428.101199999 -7012223.690000001, -7896430.927100001 -7012223.433600001, -7896593.3456 -7012188.853399999, -7896595.4921 -7012187.7234, -7896596.832 -7012186.129500002, -7896597.851199999 -7012182.847600002, -7896597.601199999 -7012179.910799999, -7896571.459000001 -7012097.424699999, -7896570.124 -7012095.2612, -7896568.741800001 -7012093.929900002, -7896567.52 -7012093.4428, -7896565.467800001 -7012092.908300001, -7896398.2534 -7012127.631299999, -7896395.4605 -7012129.142000001, -7896394.8707 -7012130.3609, -7896394.488399999 -7012131.591600001, -7896394.6818 -7012133.690200001, -7896421.661900001 -7012217.895, -7896423.261 -7012220.9089, -7896424.563100001 -7012221.818))"
12101,12,MAGALLANES,PUNTA ARENAS,BARRIO PRAT,4,12101041001047,1,47,40,20,20,Indeterminado,Indeterminado,24,13,0,Indeterminado,21,0,15,21,15,21,0,0,0,0,0,0,1,0,13,1,0,0,0,0,15,0,0,0,0,15,0,0,0,0,14,1,0,15,0,0,0,"POLYGON ((-7893196.8309 -7012162.383699998, -7893198.3639 -7012162.889400002, -7893201.7564 -7012161.831599999, -7893201.884 -7012161.421500001, -7893351.8247 -7012064.817600001, -7893353.013900001 -7012064.050900001, -7893353.963099999 -7012062.017900001, -7893353.954299999 -7012060.347399998, -7893353.323000001 -7012058.641100001, -7893259.936799999 -7011907.154199999, -7893258.682700001 -7011905.412300002, -7893256.4234 -7011904.864999998, -7893255.097899999 -7011904.371399999, -7893252.455800001 -7011905.0548, -7893100.536599999 -7011999.870900001, -7893099.0122 -7012001.0359, -7893097.9355 -7012003.479200002, -7893097.896500001 -7012005.981899999, -7893098.6317 -7012007.6941, -7893192.5109 -7012159.6307, -7893195.0666 -7012162.282499999, -7893196.8309 -7012162.383699998))"
12101,12,MAGALLANES,PUNTA ARENAS,BARRIO YUGOSLAVO,2,12101021002052,2,52,85,40,45,5,6,56,18,Indeterminado,5,35,1,30,36,30,32,0,0,0,0,0,3,0,4,18,8,0,0,3,0,27,0,0,0,0,29,0,1,0,0,21,9,0,30,0,0,0,"POLYGON ((-7891374.0209 -7011918.891399998, -7891469.9329 -7012069.2947, -7891472.488 -7012071.947099999, -7891474.539899999 -7012072.482799999, -7891477.2381 -7012072.6384, -7891479.696699999 -7012071.5275, -7891626.390699999 -7011975.604899999, -7891627.7315 -7011974.0123, -7891628.497300001 -7011971.551399998, -7891628.4329 -7011969.0425, -7891627.5944 -7011967.324200001, -7891594.262399999 -7011914.885699999, -7891593.1447 -7011914.403999999, -7891591.6119 -7011913.8979, -7891588.889699999 -7011914.158799998, -7891532.3455 -7011950.562800001, -7891531.091800001 -7011948.820500001, -7891529.5746 -7011946.228, -7891585.6559 -7011910.632399999, -7891587.2042 -7011909.0515, -7891587.842499999 -7011907.0009, -7891587.0755 -7011904.0341, -7891532.415200001 -7011818.636999998, -7891530.746400001 -7011816.8708, -7891528.1197 -7011815.467, -7891524.798800001 -7011815.275600001, -7891522.2366 -7011816.380399998, -7891375.9991 -7011909.8204, -7891373.860099999 -7011912.619800001, -7891373.221899999 -7011914.670400001, -7891373.2062 -7011916.756999999, -7891374.0209 -7011918.891399998))"
12101,12,MAGALLANES,PUNTA ARENAS,BARRIO YUGOSLAVO,2,12101021001005,1,5,47,23,24,Indeterminado,Indeterminado,28,11,0,Indeterminado,22,1,19,23,19,22,0,0,0,0,0,0,7,0,12,0,0,0,6,0,13,0,0,0,0,18,0,0,0,0,18,0,0,19,0,0,0,"POLYGON ((-7892476.806 -7012142.2982, -7892478.857899999 -7012142.833799999, -7892483.2083 -7012141.414000001, -7892628.6875 -7012048.3248, -7892630.259500001 -7012046.3277, -7892631.0013 -7012044.282699998, -7892630.984200001 -7012040.941799998, -7892630.0655 -7012038.8015, -7892536.1185 -7011886.438700002, -7892533.562999999 -7011883.786800001, -7892531.3037 -7011883.239500001, -7892529.020500001 -7011883.108100001, -7892526.7697 -7011884.230999999, -7892379.8564 -7011980.573899999, -7892379.0823 -7011981.364399999, -7892377.774 -7011984.2117, -7892377.7348 -7011986.714600001, -7892378.629699999 -7011989.2709, -7892471.3123 -7012138.2247, -7892473.244999999 -7012140.8409, -7892476.806 -7012142.2982))"
